Alt_ID,CarModel,Description,ID,Info,Manufacturer,Prod_Cat,Sub_Cat,price
"5F9Z18A161AA, 5F9Z18A161AB, 5F9Z18A161BA, 5F9Z18A161BB, 8A4Z18183A, 8A8Z18183A, 8G1Z18183A, 8G1Z5414A, AA8Z18183A, BA8Z18183B, BB5Z18183A, CG1Z18183A, CG1Z18183B, DG1Z18183A, DG1Z18183B, FB5Z18183A",ford 2018 flex 3.5l+v6+turbocharged,Coil Spring Insulator,907999,Front Lower,MONROE,suspension,coil spring seat / insulator,$7.92
"{#BB5Z3B676A, BB5Z3B676B, BB5Z3B676C}",ford 2018 flex 3.5l+v6+turbocharged,22.6 In. Length,425338,Lower; w/Power Tilt and Telescopic Steering Wheel,DORMAN,steering,steering shaft,
"8A8Z3A674BRM, STP236, STP269, STP284",ford 2018 flex 3.5l+v6+turbocharged,Reman.,STP269RM,w/o Pulley,MOTORCRAFT,steering,power steering pump,
,ford 2018 flex 3.5l+v6+turbocharged,,SK750389,Front Right,SKP,suspension,stabilizer bar link,$6.08
,ford 2018 flex 3.5l+v6+turbocharged, -- 30 Day Warranty,SL1019,Rear Right,MCQUAY-NORRIS,suspension,stabilizer bar link,$6.09
,ford 2018 flex 3.5l+v6+turbocharged,,SK750388,Front Left,SKP,suspension,stabilizer bar link,$6.81
,ford 2018 flex 3.5l+v6+turbocharged, -- 30 Day Warranty,SL970,Front Left,MCQUAY-NORRIS,suspension,stabilizer bar link,$6.96
,ford 2018 flex 3.5l+v6+turbocharged, -- 30 Day Warranty,SL971,Front Right,MCQUAY-NORRIS,suspension,stabilizer bar link,$6.96
,ford 2018 flex 3.5l+v6+turbocharged,,SK750393,Rear Left,SKP,suspension,stabilizer bar link,$8.93
,ford 2018 flex 3.5l+v6+turbocharged,,SK750394,Rear Right,SKP,suspension,stabilizer bar link,$10.26
,ford 2018 flex 3.5l+v6+turbocharged, - Private Label Pkg. - 30 Day Warranty,K750393,Rear Left,QUICK STEER,suspension,stabilizer bar link,$10.58
,ford 2018 flex 3.5l+v6+turbocharged,,K750388,Front Left,QUICK STEER,suspension,stabilizer bar link,$12.49
,ford 2018 flex 3.5l+v6+turbocharged,,K750394,Rear Right,QUICK STEER,suspension,stabilizer bar link,$12.71
,ford 2018 flex 3.5l+v6+turbocharged,,K750389,Front Right,QUICK STEER,suspension,stabilizer bar link,$12.49
{#9U2Z17528A},ford 2018 police+interceptor+sedan 3.5l+v6,WINTER; Conventional Blade w/ Anti-Icing Boots,WW2001WA,"Right; 20""",MOTORCRAFT,wiper+&+washer,wiper blade,$3.14
"{#8A8Z5K484D, DG1Z5K484B, MEF158}",ford 2018 flex 3.5l+v6+turbocharged,,TC5013,Rear Left,DELPHI,suspension,stabilizer bar link,$13.17
{#19306897},ford 2018 flex 3.5l+v6+turbocharged,Professional,45G1958,Rear Right,ACDELCO,suspension,stabilizer bar link,$16.92
{#19306033},ford 2018 flex 3.5l+v6+turbocharged,Professional,45G1948,Rear Left,ACDELCO,suspension,stabilizer bar link,$16.93
"{#AA5Z5K484B, GG1Z5K483A, MEF353}",ford 2018 flex 3.5l+v6+turbocharged,Supreme,MS40859,Front Left,MEVOTECH,suspension,stabilizer bar link,$20.79
"{#GG1Z3504C, GG1Z3504D, STE453}",ford 2018 flex 3.5l+v6+turbocharged,,STE567,,MOTORCRAFT,steering,steering gear,$830.79
{#60245713},ford 2018 police+interceptor+sedan 3.5l+v6,"Chill; 24""",372413,Left,TRICO,wiper+&+washer,wiper blade,$4.64
{#60205713},ford 2018 police+interceptor+sedan 3.5l+v6,"Chill; 20""",372013,Right,TRICO,wiper+&+washer,wiper blade,$4.65
,ford 2018 police+interceptor+sedan 3.5l+v6,Ice; Beam Style,35200,Right,TRICO,wiper+&+washer,wiper blade,$4.72
,ford 2018 police+interceptor+sedan 3.5l+v6,Snow Driver; Beam Style,20SD,Front Right,BOSCH,wiper+&+washer,wiper blade,$5.27
"{#AA5Z5K484A, GG1Z5K484A, MEF352}",ford 2018 flex 3.5l+v6+turbocharged,Supreme,MS40860,Front Right,MEVOTECH,suspension,stabilizer bar link,$20.79
"{#AA5Z5K484B, GG1Z5K483A}",ford 2018 flex 3.5l+v6+turbocharged,,K750388,Front Left,MOOG,suspension,stabilizer bar link,$21.89
"{#DG1Z5K484A, MEF114}",ford 2018 flex 3.5l+v6+turbocharged,,MEF157,Rear Right,MOTORCRAFT,suspension,stabilizer bar link,$21.99
"GG1Z3504C, GG1Z3504D, GG1Z3504E, STE453, STE567",ford 2018 flex 3.5l+v6+turbocharged,,STE608,Front; From 6/12/2018,MOTORCRAFT,steering,steering gear,$983.79
"GG1Z3504C, GG1Z3504D, GG1Z3504E, GG1Z3504F, STE453, STE567, STE608",ford 2018 flex 3.5l+v6+turbocharged,,STE660,From 6/2/17; Before 6/12/18,MOTORCRAFT,steering,steering gear,"$1,012.79"
{#F5RZ3R608B},ford 2018 flex 3.5l+v6+turbocharged,,PSH373,18mm,MOTORCRAFT,steering,power steering hose connector,$2.19
,ford 2018 police+interceptor+sedan 3.5l+v6,Ice; Beam Style,35260,Left,TRICO,wiper+&+washer,wiper blade,$5.58
,ford 2018 police+interceptor+sedan 3.5l+v6,Winter Extreme; Beam Style,WX26OE,Front Left,ANCO,wiper+&+washer,wiper blade,$5.60
,ford 2018 police+interceptor+sedan 3.5l+v6,Winter Extreme; Beam Style,WX20OE,Front Right,ANCO,wiper+&+washer,wiper blade,$5.72
"{#DG1Z5K484B, MEF115}",ford 2018 flex 3.5l+v6+turbocharged,,MEF158,Rear Left,MOTORCRAFT,suspension,stabilizer bar link,$22.79
"{#AA5Z5K484A, GG1Z5K484A}",ford 2018 flex 3.5l+v6+turbocharged,,K750389,Front Right,MOOG,suspension,stabilizer bar link,$24.79
{#19298309},ford 2018 flex 3.5l+v6+turbocharged,Professional,45G1863,Front Left,ACDELCO,suspension,stabilizer bar link,$25.79
{#9G1Z3691A},ford 2018 flex 3.5l+v6+turbocharged,,PSH273,Pump To Reservoir,MOTORCRAFT,steering,power steering return hose,$11.28
,ford 2018 police+interceptor+sedan 3.5l+v6,Snow Driver; Beam Style,26SD,Front Left,BOSCH,wiper+&+washer,wiper blade,$6.32
{#19239597},ford 2018 police+interceptor+sedan 3.5l+v6,Specialty; Winter; Conventional Blade w/ Anti-Icing Boots,832013,Right,ACDELCO,wiper+&+washer,wiper blade,$7.42
"{#8U2Z17528B, JU2Z17V528K, WW26WA}",ford 2018 police+interceptor+sedan 3.5l+v6,Winter; Beam Style,WW2600WT,"Left; 26""",MOTORCRAFT,wiper+&+washer,wiper blade,$8.78
"4U2Z17528HA, 9U2Z17528A, JU2Z17V528F, WW2001WA, WW20WA",ford 2018 police+interceptor+sedan 3.5l+v6,Winter; Beam Style,WW2000WT,"Right; 20""",MOTORCRAFT,wiper+&+washer,wiper blade,$8.78
"{#3L3Z3A697AA, 8L2Z3A006A, F23Z3A006A}",ford 2018 flex 3.5l+v6+turbocharged,,82726,,DORMAN,steering,power steering reservoir cap,$8.92
{#19298310},ford 2018 flex 3.5l+v6+turbocharged,Professional,45G1864,Front Right,ACDELCO,suspension,stabilizer bar link,$25.79
{#DG1Z5K484B},ford 2018 flex 3.5l+v6+turbocharged,Supreme,MS40876,Rear Left,MEVOTECH,suspension,stabilizer bar link,$31.79
"{#DG1Z5K484A, MEF157}",ford 2018 flex 3.5l+v6+turbocharged,Supreme,MS40877,Rear Right,MEVOTECH,suspension,stabilizer bar link,$31.79
,ford 2018 flex 3.5l+v6+turbocharged,,PSH284,Pipe To Cooler,MOTORCRAFT,steering,power steering return hose,$27.89
{#AG1Z3A713C},ford 2018 flex 3.5l+v6+turbocharged,,PSH286,Gear To Pipe,MOTORCRAFT,steering,power steering return hose,$38.79
{#AA5Z3A713C},ford 2018 flex 3.5l+v6+turbocharged,,PSH283,Cooler To Reservoir,MOTORCRAFT,steering,power steering return hose,$45.79
{#19200},ford 2018 police+interceptor+sedan 3.5l+v6,Flex,18200,Right,TRICO,wiper+&+washer,wiper blade,$4.25
,ford 2018 police+interceptor+sedan 3.5l+v6,"Clear Advantage; 20""",20CA,Front Right,BOSCH,wiper+&+washer,wiper blade,$4.95
{#19260},ford 2018 police+interceptor+sedan 3.5l+v6,Flex,18260,Left,TRICO,wiper+&+washer,wiper blade,$5.03
"{#AA8Z5K484B, DG1Z5K484B}",ford 2018 flex 3.5l+v6+turbocharged,,K750393,Rear Left,MOOG,suspension,stabilizer bar link,$32.79
"AA8Z5K484A, AA8Z5K484C, AA8Z5KA84A, DG1Z5K484A",ford 2018 flex 3.5l+v6+turbocharged,,K750394,Rear Right,MOOG,suspension,stabilizer bar link,$32.79
"{#GG1Z5K484A, MEF161}",ford 2018 flex 3.5l+v6+turbocharged,,MEF352,Front Right,MOTORCRAFT,suspension,stabilizer bar link,$34.79
,ford 2018 police+interceptor+sedan 3.5l+v6,Clear Advantage,26CA,Front Left,BOSCH,wiper+&+washer,wiper blade,$5.41
,ford 2018 police+interceptor+sedan 3.5l+v6,"Profile; 20""; Includes a variety pack of connectors to fit most connector types",A20M,Front Right,ANCO,wiper+&+washer,wiper blade,$5.60
,ford 2018 police+interceptor+sedan 3.5l+v6,"Profile 26""",A26M,Front Left,ANCO,wiper+&+washer,wiper blade,$5.62
"{#GG1Z5K483A, MEF162}",ford 2018 flex 3.5l+v6+turbocharged,,MEF353,Front Left Outer; OEM,MOTORCRAFT,suspension,stabilizer bar link,$35.79
{#AG1Z3A719B},ford 2018 flex 3.5l+v6+turbocharged,,PSH68,Pump To Gear; Pressure Hose,MOTORCRAFT,steering,power steering pressure hose,$127.79
,ford 2018 police+interceptor+sedan 3.5l+v6,Evolution,4839,Front Right,BOSCH,wiper+&+washer,wiper blade,$5.97
{#60020PP},ford 2018 police+interceptor+sedan 3.5l+v6,Exact Fit - Factory Replacement; O. E. Beam,2015B,Right,TRICO,wiper+&+washer,wiper blade,$6.48
"{#19252695, 8920}",ford 2018 police+interceptor+sedan 3.5l+v6,Advantage Beam (Spoiler Included),89020,Right,ACDELCO,wiper+&+washer,wiper blade,$7.58
{#19252699},ford 2018 police+interceptor+sedan 3.5l+v6,Advantage Beam (Spoiler Included),89026,Left,ACDELCO,wiper+&+washer,wiper blade,$7.63
,ford 2018 police+interceptor+sedan 3.5l+v6,Evolution,4843,Front Left,BOSCH,wiper+&+washer,wiper blade,$7.66
"{#6002615, 60026PP}",ford 2018 police+interceptor+sedan 3.5l+v6,Exact Fit - Factory Replacement,2615B,Left,TRICO,wiper+&+washer,wiper blade,$8.28
"1S7Z17528BA, 2U2J17528JA, AU2Z17V528EA, WW2001P, WW2030, WW2034",ford 2018 police+interceptor+sedan 3.5l+v6,"OE Design; Premium Flat Blade; 20""",WW2001PF,Right,MOTORCRAFT,wiper+&+washer,wiper blade,$8.69
{#AU2Z17V528JA},ford 2018 police+interceptor+sedan 3.5l+v6,"OE Design; Premium Flat Blade; 26""",WW2601PF,Left,MOTORCRAFT,wiper+&+washer,wiper blade,$8.76
{#19390087},ford 2018 police+interceptor+sedan 3.5l+v6,Professional; Beam,892615,Left; OE Design,ACDELCO,wiper+&+washer,wiper blade,$10.34
{#8A5Z17528A},ford 2018 police+interceptor+sedan 3.5l+v6,Standard,WW2501,Left,MOTORCRAFT,wiper+&+washer,wiper blade,$10.82
{#8G1Z17528A},ford 2018 police+interceptor+sedan 3.5l+v6,Standard,WW2043,Right,MOTORCRAFT,wiper+&+washer,wiper blade,$10.82
{#19162955},ford 2018 police+interceptor+sedan 3.5l+v6,Professional Beam Wiper Blades with Spoiler,8992013,Right; w/ Specialty Wiper Arms,ACDELCO,wiper+&+washer,wiper blade,$11.86
,ford 2018 police+interceptor+sedan 3.5l+v6,Sentry,32200,Right,TRICO,wiper+&+washer,wiper blade,$6.19
,ford 2018 police+interceptor+sedan 3.5l+v6,Sentry,32260,Left,TRICO,wiper+&+washer,wiper blade,$8.60
{#60204313},ford 2018 police+interceptor+sedan 3.5l+v6,"NeoForm® - Factory Replacement Blade with Teflon® Coating; 20""; Pinch Tab Installation",162013,Right,TRICO,wiper+&+washer,wiper blade,$6.46
,ford 2018 police+interceptor+sedan 3.5l+v6,Force,25200,Right,TRICO,wiper+&+washer,wiper blade,$6.93
,ford 2018 police+interceptor+sedan 3.5l+v6,"Contour; 20""",C20OE,Front Right,ANCO,wiper+&+washer,wiper blade,$7.07
,ford 2018 police+interceptor+sedan 3.5l+v6,"Contour; 26""",C26OE,Front Left,ANCO,wiper+&+washer,wiper blade,$7.11
,ford 2018 police+interceptor+sedan 3.5l+v6,Force,25260,Left,TRICO,wiper+&+washer,wiper blade,$8.87
{#60264313},ford 2018 police+interceptor+sedan 3.5l+v6,"NeoForm® - Factory Replacement Blade with Teflon® Coating; 26""; Pinch Tab Installation",162613,Left,TRICO,wiper+&+washer,wiper blade,$9.14
,ford 2018 police+interceptor+sedan 3.5l+v6,Ultra,13200,Right,TRICO,wiper+&+washer,wiper blade,$9.77
,ford 2018 police+interceptor+sedan 3.5l+v6,Ultra,13260,Left,TRICO,wiper+&+washer,wiper blade,$13.31
{#DE9Z3K186A},ford 2018 flex 3.5l+v6+turbocharged,,MEF230,Front Left,MOTORCRAFT,steering,knuckle,$114.79
{#DE9Z3K185A},ford 2018 flex 3.5l+v6+turbocharged,,MEF227,Front Right,MOTORCRAFT,steering,knuckle,$114.79
,ford 2018 flex 3.5l+v6+turbocharged,Auto Trans Torque Converter - New,DA8Z7902F,AWD; Trans. code 6F50; 3 Bolt Converter,MOTORCRAFT,transmission-automatic,torque converter,
,ford 2018 flex 3.5l+v6+turbocharged,Auto Trans Torque Converter - New,DA5Z7902A,Trans. code 6F55; 3 Bolt Converter,MOTORCRAFT,transmission-automatic,torque converter,
,ford 2018 flex 3.5l+v6+turbocharged,,3428,Left; Upper,ANCHOR,transmission-automatic,transmission mount,$48.79
{#AA5Z6038B},ford 2018 flex 3.5l+v6+turbocharged,,A5751,Upper,DEA / MARMON RIDE CONTROL,transmission-automatic,transmission mount,$71.79
,ford 2018 flex 3.5l+v6+turbocharged,Private Label Package,EM4291,Upper,WESTAR,transmission-automatic,transmission mount,$296.79
{#P124740B2},ford 2018 flex 3.5l+v6+turbocharged,Reman; Does Not Include Transmission Control Module,FD6F50L,Fits units with 1.83 ratio 3-5-R.,SONNAX,transmission-automatic,valve body,$279.79
,ford 2018 flex 3.5l+v6+turbocharged,,99204,,NATIONAL,transmission-automatic,torque converter repair sleeve,$24.79
"1L2Z7E395AC, 1L2Z7E395BA, 2L7Z7E395AA, 4R3Z7E395AA, 5C2Z7E395AA, 5C3Z7E395C, 5L1Z7E395AA, 5L1Z7E395B, 5L3Z7E395AA, 5L7Z7E395AA, 6E5Z7E395E, 7C3Z7E395C, 7T4Z7E395A, 8A8Z7E395B, 8A8Z7E395C, 8A8Z7E395D, 9E5Z7E395D, BR3Z7E395D, BT4Z7E395A, CL3Z7E395B, F7UZ7E395AA, F7UZ7E395BA, F85Z7E395BA, FR3Z7E395A, XC3Z7E395CA, XF2Z7E395AA, XL3Z7E395AB, XL3Z7E395BB, YC2Z7E395AC, YC3Z7A650BB, YL3Z7E395AC, YL3Z7E395BA",ford 2018 flex 3.5l+v6+turbocharged,OE FIX,14908,,DORMAN,transmission-automatic,shift linkage clip,$18.88
{#24223980},ford 2018 flex 3.5l+v6+turbocharged,2.087 in. Shaft Size; 2.883 in. Bore; 2.858 in. Outer Diam; 0.437 in. Width,710561,,TIMKEN,transmission-automatic,torque converter shaft seal,$5.79
"24223980, 24249376, 24249775, 7T4P7F401AC, 7T4Z7F401A, 7T4Z7F401B",ford 2018 flex 3.5l+v6+turbocharged,,710561,Ford trans.,NATIONAL,transmission-automatic,torque converter shaft seal,$5.84
,ford 2018 flex 3.5l+v6+turbocharged,,NS710561,,BCA,transmission-automatic,torque converter shaft seal,
,ford 2018 flex 3.5l+v6+turbocharged,"Fluid Control Thermostat; Fluid Control Thermostat Kit, 1/2"" NPT",15719,M22x1.5,US MOTOR WORKS,transmission-automatic,oil cooler thermostat,
{#S25741AZK},ford 2018 flex 3.5l+v6+turbocharged,,6F50ZIP,,SONNAX,transmission-automatic,shift improvement kit,$152.79
{#BT4Z7153A},ford 2018 flex 3.5l+v6+turbocharged,Overhaul Kit,MTK132914,Trans. code 6F50,MOTORCRAFT,transmission-automatic,rebuild kit,$160.79
,ford 2018 flex 3.5l+v6+turbocharged,,710544,Trans. code 6F50,TIMKEN,transmission-automatic,manual shaft seal,$1.60
"08644709, 24239816, 24256576, 7T4P7F337B, 7T4P7F337BA, 7T4Z7F337B, 8086447090, 8644709, 96040139, 96041845",ford 2018 flex 3.5l+v6+turbocharged,,710544,Ford trans.,NATIONAL,transmission-automatic,manual shaft seal,$1.72
"7G3697Z369, 7T4P7Z369AE, 7T4Z7Z369E, 7T4Z7Z369F, 8A8P7Z369AA, AA5P7Z369AA, AA5Z7G391A, AA5Z7Z369B",ford 2018 flex 3.5l+v6+turbocharged,Reman.,609035,,DORMAN,transmission-automatic,automatic transmission control unit (tcu),$226.79
"19256368, 19258266, 24234257, 24256277, 7T4P1177A, 7T4P1177D, 7T4Z1177A, 7T4Z1177D",ford 2018 flex 3.5l+v6+turbocharged,,710546,Left; Ford trans.,NATIONAL,transmission-automatic,output shaft seal,$3.81
"19256354, 19258265, 24234254, 24256276, 74TP7H260AB, 7T4Z1177B, 7T4Z1177C",ford 2018 flex 3.5l+v6+turbocharged,,710583,Right; Ford trans.,NATIONAL,transmission-automatic,output shaft seal,$4.74
,ford 2018 flex 3.5l+v6+turbocharged,,710583,Right; Trans. code 6F50,TIMKEN,transmission-automatic,output shaft seal,$4.79
,ford 2018 flex 3.5l+v6+turbocharged,,NS710546,Left,BCA,transmission-automatic,output shaft seal,
,ford 2018 flex 3.5l+v6+turbocharged,,NS710583,Right,BCA,transmission-automatic,output shaft seal,
{#88865549},ford 2018 flex 3.5l+v6+turbocharged,Professional; 1 Quart; Dexron VI; Full Synthetic,109243, Quart Capacity 11.6,ACDELCO,transmission-automatic,transmission fluid,$4.14
{#XL12},ford 2018 flex 3.5l+v6+turbocharged,Mercon LV - Quart,XT10QLVC,,MOTORCRAFT,transmission-automatic,transmission fluid,$4.37
,ford 2018 flex 3.5l+v6+turbocharged,Mercon LV; 5 Quarts,XT105Q3LV,,MOTORCRAFT,transmission-automatic,transmission fluid,$17.42
,ford 2018 flex 3.5l+v6+turbocharged,MaxLife Multi-Vehicle; 1 Quart,VV3246,,VALVOLINE,transmission-automatic,transmission fluid,$5.48
,ford 2018 flex 3.5l+v6+turbocharged,MaxLife Multi-Vehicle; 1 Gallon,773775,,VALVOLINE,transmission-automatic,transmission fluid,$24.79
,ford 2018 flex 3.5l+v6+turbocharged,Top Tec ATF 1800; 1 Liter,20032,Trans. code 6F55,LIQUI MOLY,transmission-automatic,transmission fluid,$6.36
,ford 2018 flex 3.5l+v6+turbocharged,Top Tec ATF 1800; 20 Liters,20034,Trans. code 6F55,LIQUI MOLY,transmission-automatic,transmission fluid,$106.79
,ford 2018 flex 3.5l+v6+turbocharged,Kit,WL10378,,WIX,transmission-automatic,filter,$11.19
{#7T4Z7A098B},ford 2018 flex 3.5l+v6+turbocharged,Premium Replacement; Does Not Include 3rd Hand Gasket,B273,w/ pan,ATP,transmission-automatic,filter,$11.62
{#7T4Z7A098B},ford 2018 flex 3.5l+v6+turbocharged,Kit,FT172,Trans. code 6F55; Filter Pressure,MOTORCRAFT,transmission-automatic,filter,$15.88
{#29526899},ford 2018 flex 3.5l+v6+turbocharged,Kit; Premium Replacement,B205,"Used for MD-300B or MD-400 Series Allison Transmission; 2"" Sump",ATP,transmission-automatic,filter,$53.79
{#29526898},ford 2018 flex 3.5l+v6+turbocharged,Kit; Premium Replacement,B204,"Used for MD-300B or MD-400 Series Allison Transmission; 4"" Sump",ATP,transmission-automatic,filter,$57.99
,ford 2018 flex 3.5l+v6+turbocharged,Reman.,DA8Z7000ARM,FWD; Trans. code 6F50; w/ 3.39 Ratio; engineering number: RMDA8J-7000-BA,MOTORCRAFT,transmission-automatic,automatic transmission assembly,"$2,408.79"
,ford 2018 flex 3.5l+v6+turbocharged,,DA8Z7000K,FWD; Trans. code 6F50; 3.39 Final Drive Ratio; engineering number: DA8P-7000-CB,MOTORCRAFT,transmission-automatic,automatic transmission assembly,"$3,724.79"
{#DA8Z17508B},ford 2018 flex 3.5l+v6+turbocharged,Reman.,WM819,Front,MOTORCRAFT,wiper+&+washer,wiper motor,$87.79
{#DA8Z17508A},ford 2018 flex 3.5l+v6+turbocharged,Reman.,WM814,Rear,MOTORCRAFT,wiper+&+washer,wiper motor,$110.79
{#DA8Z17508A},ford 2018 flex 3.5l+v6+turbocharged,Remanufactured - ,402134," Service Only - You send your part to be rebuilt and returned to you.  We'll email shipping instructions after you submit your order.,Rear",CARDONE,wiper+&+washer,wiper motor,$79.79
"DA831007BA, DA8Z1007A, FJ46UN, FJ46UN7530F",ford 2018 flex 3.5l+v6+turbocharged,"Alloy,Reconditioned",ALY03932U,Size: 18 x 7.5; OffSet: 39MM; Stud/Lug: 5; Bolt Pattern: 4.5; Design: 7 Double Spoke,KEYSTONE,wheel,wheel,$138.79
,ford 2018 flex 3.5l+v6+turbocharged,"Mounting Style: Screw-on Core, Seal, Retaining Nut, Cap",TPM2020K,w/o Valve; OE Style; No programming required. Install sensor and follow the OEM factory relearn procedure.,STANDARD MOTOR PRODUCTS,wheel,tire pressure monitoring system (tpms) service kit,$0.75
,ford 2018 flex 3.5l+v6+turbocharged,,TPM2020K4,w/o Valve; OE Style; No programming required. Install sensor and follow the OEM factory relearn procedure.,STANDARD MOTOR PRODUCTS,wheel,tire pressure monitoring system (tpms) service kit,$1.50
,ford 2018 flex 3.5l+v6+turbocharged,,TPM4012SK,w/ Aluminum Valve; 315 Mhz Sensor; Programming required. Program before installation and follow the OEM factory relearn procedure.,STANDARD MOTOR PRODUCTS,wheel,tire pressure monitoring system (tpms) service kit,$1.74
"{#19386868, 193868868}",ford 2018 flex 3.5l+v6+turbocharged,"Professional; Includes Hex Nut, Valve Core, Stem Cap, Seal Cup Washer, and Instruction Sheet",TPMSKIT1,Metal Clamp-in Stem; 315/314.9 MHz; Multi-application Sensor,ACDELCO,wheel,tire pressure monitoring system (tpms) service kit,$6.52
"{#20008, 25920615}",ford 2018 flex 3.5l+v6+turbocharged,TPMS Service Pack / EZ-sensor Rubber Valve Service Pack,20018,"Torque: 11.5 IN-lbs , 1.3 N.m",SCHRADER,wheel,tire pressure monitoring system (tpms) service kit,$1.10
,ford 2018 flex 3.5l+v6+turbocharged,,TPM2011VK,w/ Rubber Valve; 315 Mhz Sensor; Programming required. Program before installation and follow the OEM factory relearn procedure.,STANDARD MOTOR PRODUCTS,wheel,tire pressure monitoring system (tpms) service kit,$1.83
,ford 2018 flex 3.5l+v6+turbocharged,Service kit for STANDARD MOTOR PRODUCTS replacement TPMS sensors only,TPM2012VK,"Fits,w/ Aluminum Valve; 315 Mhz Sensor; No programming required. Install sensor and follow the OEM factory relearn procedure.,Or,w/ Aluminum Valve; 315 Mhz Sensor; Programming required. Program before installation and follow the OEM factory relearn procedure.",STANDARD MOTOR PRODUCTS,wheel,tire pressure monitoring system (tpms) service kit,$2.21
{#68078867AA},ford 2018 flex 3.5l+v6+turbocharged,OE TPMS Sensor Service Kit,SE54191,Service Kit; Replacement Stem; Silver Valve Stem; 47mm metal valve stem; Must Be Used w/ Service Kit,VDO,wheel,tire pressure monitoring system (tpms) service kit,$4.02
{#19386869},ford 2018 flex 3.5l+v6+turbocharged,Professional; Includes Rubber Stem and Instruction Sheet,TPMSKIT2,Rubber Snap-in Stem; 315/314.9 MHz; Multi-application Sensor,ACDELCO,wheel,tire pressure monitoring system (tpms) service kit,$5.54
{#9E5Z12029A},ford 2018 transit+connect 2.5l+l4,,DG522,,MOTORCRAFT,ignition,ignition coil,$22.79
"9E5Z12029A, 9E5Z12029C, L50718100, L50718100A",ford 2018 transit+connect 2.5l+l4,,COP558,,UNITED MOTOR PRODUCTS,ignition,ignition coil,$24.79
"{#9E5Z12029A, L50718100}",ford 2018 transit+connect 2.5l+l4,,0221504706,One per cylinder,BOSCH,ignition,ignition coil,$26.79
"{#9E5Z12029A, C1658}",ford 2018 transit+connect 2.5l+l4,,5C1715,,WVE,ignition,ignition coil,$26.79
{#9E5Z12029A},ford 2018 transit+connect 2.5l+l4,,GN10507,,DELPHI,ignition,ignition coil,$29.79
"9E5Z12029A, 9E5Z12029C, L50718100, L50718100A",ford 2018 transit+connect 2.5l+l4,,UF621,,STANDARD MOTOR PRODUCTS,ignition,ignition coil,$34.79
"{#9E5Z12029A, U5301}",ford 2018 transit+connect 2.5l+l4,NGK COP,48979,,NGK,ignition,ignition coil,$46.79
"9E5Z12029A, 9E5Z12029C, L50718100, L50718100A",ford 2018 transit+connect 2.5l+l4,,C757,Coil on Plug,SPECTRA PREMIUM,ignition,ignition coil,$24.79
,ford 2018 transit+connect 2.5l+l4,T-Series,UF621T,,STANDARD MOTOR PRODUCTS,ignition,ignition coil,$28.89
{#9L3Z1A163A},ford 2018 flex 3.5l+v6+turbocharged,,TPMS20,INCLUDES SCREW,MOTORCRAFT,wheel,valve stem cap,$2.41
,ford 2018 transit+connect 2.5l+l4, - Private Label Pkg. - 30 Day Warranty,1802304344,"Fits,Cam position sensor,or,MATCH TO ORIGINAL,or,OE: 6M8Z6B288C",API,ignition,camshaft position sensor,$8.24
